bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1873720.52,1873720.52,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,30467.34,30467.34,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,18798.41,18798.41,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,156.94,156.94,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,60027.54,60027.54,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,157664.61,157664.61,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,3005.56,3005.56,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,41700,41700,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,654318.31,654318.31,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,202,202,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,3101.54,3101.54,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,97.5,97.5,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,17364.76,17364.76,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,47428.07,47428.07,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,13668.18,13668.18,,,,,119,2026Q1,false
,2026 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12000.01,12000.01,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,575365.79,575365.79,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,3754.42,3754.42,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,1600,1600,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,317.67,317.67,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,2325.32,2325.32,,,,,119,2026Q1,false
,2026 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18660.86,18660.86,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,501951.41,501951.41,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,2033.26,2033.26,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,6414.1,6414.1,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4174.42,4174.42,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,19689.61,19689.61,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,58262.46,58262.46,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,1722,1722,,,,,119,2026Q1,false
,2026 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24016,24016,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,369153.35,369153.35,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,633.4,633.4,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,34467.17,34467.17,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1412.58,1412.58,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,17319.94,17319.94,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,36455.04,36455.04,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,13008.2,13008.2,,,,,119,2026Q1,false
,2026 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9137.5,9137.5,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,48842091.3,24728036.04,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,75485.41,64740.96,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,7054.95,7054.95,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,488636.92,309290.96,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,4879.28,4841.28,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,800235.05,714560.3,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,267576.19,220596.26,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,423287.85,318410.95,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL EXCELLENCE PRGM,OTHER SERVICES,9862.5,9862.5,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,5035.95,5035.95,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,119181.7,119181.7,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,9329.89,9329.89,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,1673.87,1673.87,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,252947.32,252947.32,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,4090.47,4090.47,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,33.52,33.52,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,138.93,138.93,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,8263.62,8263.62,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,PRINTING AND REPRODUCTION,242.5,143.5,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,2871,2871,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,1808.83,1592.27,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,28210.9,22534.9,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,723668.42,579839.9,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,349950,0,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,51896.14,51896.14,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,1099,1099,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,134437.5,127237.5,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,SUPPLIES AND MATERIALS,3708,3708,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,1100000,0,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,514614.8,514614.8,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,1500,1500,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,OTHER SERVICES,1196931.59,1196931.59,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,2601271.52,1712415.42,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,31937.4,4649.4,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,OTHER SERVICES,748771.84,748771.84,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,SUPPLIES AND MATERIALS,125504.2,125504.2,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE LOGISTICS PROJECT MGMT,OTHER SERVICES,12052.75,12052.75,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DIGITAL AUTOMATION,OTHER SERVICES,389763.98,389763.98,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE INTERN RESOURCE OFFICE,TRAVEL,86.42,86.42,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE INTERN RESOURCE OFFICE,SUPPLIES AND MATERIALS,476.73,476.73,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,TRAVEL,2491.37,2491.37,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,PRINTING AND REPRODUCTION,1627.22,1627.22,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,OTHER SERVICES,7004,7004,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,OTHER SERVICES,4510,4510,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,2325.76,2325.76,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,OTHER SERVICES,984687.15,984687.15,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,EQUIPMENT,512682.62,512682.62,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,168234.64,152895.98,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,27969.75,28478.75,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,964629,964629,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAO IT SERVICE MANAGEMENT,OTHER SERVICES,35672,35672,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,OTHER SERVICES,73860.16,73860.16,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,SUPPLIES AND MATERIALS,212700.68,212700.68,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,DIGITAL SERVICE,OTHER SERVICES,543.75,543.75,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HRS COMMITTEE BROADCAST OPS,OTHER SERVICES,280097.37,280097.37,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,SUPPLIES AND MATERIALS,6991,6991,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,623360.5,442678.5,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAO CONFERENCES AND EVENTS,TRAVEL,2427.47,2427.47,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAO CONFERENCES AND EVENTS,RENT COMMUNICATION UTILITIES,1796.96,1163.71,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAO CONFERENCES AND EVENTS,SUPPLIES AND MATERIALS,13947.88,13911.2,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,TRAVEL,1316.21,1316.21,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,38797.48,14509.98,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,10175.48,10175.48,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,EQUIPMENT,1815.36,1815.36,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WORKFLOW COORDINATION,OTHER SERVICES,29171.2,29171.2,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,OTHER SERVICES,74863.99,71767.75,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,EQUIPMENT,6627.3,6627.3,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,328954.37,211029.27,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,1250000,1250000,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,RENT COMMUNICATION UTILITIES,100,0,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,171930,0,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,4357308.55,3996800.6,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,449161.35,356211.06,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,126630,65940,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,2745.71,2745.71,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,60718.2,60718.2,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,281114.14,281114.14,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,9074.16,9074.16,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,247287.95,-124829.03,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,5711.56,4321.99,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,5565.18,5565.18,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,3544.75,3544.75,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,63946.17,59103.85,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,41300.68,32549.75,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,1514.1,1514.1,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,539440.46,11595,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,205457.73,205457.73,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,401233.77,203911.53,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,TRAVEL,2688.9,2688.9,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,5093.54,3002.59,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,PRINTING AND REPRODUCTION,26778.57,21489.22,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OTHER SERVICES,16339.43,10354.43,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,9019.68,5785.73,,,,,119,2026Q1,false
,FISCAL YEAR 2026 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,EQUIPMENT,7629.88,7629.88,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,15043492.21,7563528.41,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,10925.81,10925.81,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,89080.96,54003.5,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,162.52,162.52,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,19960.92,19960.92,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,96653.45,35145.11,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,26956.17,25663.17,,,,,119,2026Q1,false
,FISCAL YEAR 2026 CLERK OF THE HOUSE,FAMILY ROOM,SUPPLIES AND MATERIALS,6745.54,6745.54,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,811582.31,417665.65,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,TRAVEL,901.38,901.38,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,4368.35,2656.01,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,2172.49,2172.49,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,13529.62,7229.62,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,1228.18,469.28,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,3897.46,3488.26,,,,,119,2026Q1,false
,FISCAL YEAR 2026 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,9056810.92,4552757.85,,,,,119,2026Q1,false
,FISCAL YEAR 2026 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,1906.53,1906.53,,,,,119,2026Q1,false
,FISCAL YEAR 2026 SERGEANT AT ARMS,RECEPTIONS,SUPPLIES AND MATERIALS,743.32,743.32,,,,,119,2026Q1,false
,FISCAL YEAR 2026 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,787155.54,407499.99,,,,,119,2026Q1,false
