bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,20896.62,13680.26,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,1242133.04,1087438.05,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,715377.17,644858.82,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,281579.21,255816.08,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,22192.25,12644.84,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,1241922.37,744711.9,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,72296.52,37000.62,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,13237.5,2546,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,246.86,231.06,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,6000,6000,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,35.35,35.35,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,4035,4035,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,106398.4,93493.04,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,455,55,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,28727.76,6777.76,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,116583.98,116583.98,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,38976.06,38976.06,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,26916.99,26916.99,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,10710,10710,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,436662.65,8498.7,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,193500,193500,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,SUPPLIES AND MATERIALS,199,199,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,27522.05,27522.05,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,12165.35,12165.35,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,RENT COMMUNICATION UTILITIES,0,-17371.22,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,0,-6976.56,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,EQUIPMENT,0,-94494.57,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAO PRIVACY PROGRAM,TRAVEL,1670.49,0,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,OTHER SERVICES,12500,7500,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,EQUIPMENT,3954.6,3954.6,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,TRAVEL,4,0,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,PRINTING AND REPRODUCTION,502.2,0,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,16127.27,2124.94,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,123835.3,80572.97,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,3208.97,1213.97,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,795922,0,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAO IT SERVICE MANAGEMENT,OTHER SERVICES,10967.77,10967.77,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,SUPPLIES AND MATERIALS,419,-419,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,EQUIPMENT,9258.28,9258.28,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,OTHER SERVICES,1749.3,1749.3,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,23496.98,15110.18,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,EQUIPMENT,65972.92,65605,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,1345.44,1345.44,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,122242,122242,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,TRAVEL,1248.4,0,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,PRINTING AND REPRODUCTION,3499.16,3499.16,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,1385,1385,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,OTHER SERVICES,20441.25,20441.25,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,4284.12,3156.16,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,19327.35,19327.35,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,SUPPLIES AND MATERIALS,1759.5,1759.5,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,313581.36,313581.36,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,32502.28,27655.48,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,43262.34,15000,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,1495730.35,1350173.69,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,683434.61,360072.24,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,16572.15,16572.15,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,122463.95,122463.95,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,10431.18,6289.57,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,101720.99,100965.99,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,7244.95,6058.95,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,5624.39,4335.64,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,-13186.35,-27961.35,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,TRANSPORTATION OF THINGS,823.22,144.44,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,RENT COMMUNICATION UTILITIES,20.35,0,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,24577.5,21698.5,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,-4613.76,-5097.76,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,1856.07,1856.07,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,25893.89,25893.89,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,158121.85,158121.85,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,490635.73,39383.71,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,133000,133000,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,10265779.66,5146924.66,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,18602.61,11936.9,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRANSPORTATION OF THINGS,95,95,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,75060.23,43783.92,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,9112.09,8489.69,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,565710.89,403435.7,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,111313.68,65092.46,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,203747.03,146394.28,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,RECEPTIONS,OTHER SERVICES,200,200,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,789.75,789.75,,,,,116,2019Q1,false
,FISCAL YEAR 2019 CLERK OF THE HOUSE,FAMILY ROOM,SUPPLIES AND MATERIALS,7772.82,7577.39,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,588985.57,299248.83,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,TRAVEL,970.38,926.38,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,3296.1,1941.09,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,174.3,139.9,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,12000,6000,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,5741.84,3540.46,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,5207.33,576.2,,,,,116,2019Q1,false
,FISCAL YEAR 2019 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,5273072.02,2679782.58,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,595124.97,304374.98,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,13527.1,9027.67,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,4187.15,1280.18,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,2352,1176,,,,,116,2019Q1,false
,FISCAL YEAR 2019 COMPILATION OF PRECEDENTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,254499.99,129500.01,,,,,116,2019Q1,false
,FISCAL YEAR 2019 TECHNICAL ASSISTANTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,287553.54,145276.77,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,TRAVEL,2472.94,192,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,OTHER SERVICES,8197.14,6160.14,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,191926.92,96034.5,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,8420.74,5073.1,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PRINTING AND REPRODUCTION,146.7,29.95,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,14430.5,1287.5,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,1907.33,1454.84,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,1896,1116,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,PERSONNEL COMPENSATION,1293153.6,625827.52,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,TRAVEL,45.24,45.24,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,RENT COMMUNICATION UTILITIES,40,40,,,,,116,2019Q1,false
,FISCAL YEAR 2019 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,SUPPLIES AND MATERIALS,853.6,853.6,,,,,116,2019Q1,false
,FISCAL YEAR 2019 LAW REVISION COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,2781.84,1662.74,,,,,116,2019Q1,false
,FISCAL YEAR 2019 LAW REVISION COUNSEL,ADMIN AND OPS,OTHER SERVICES,11325.05,10930.05,,,,,116,2019Q1,false
,FISCAL YEAR 2019 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,14507.68,9288.81,,,,,116,2019Q1,false
,FISCAL YEAR 2019 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,10946.2,9643.2,,,,,116,2019Q1,false
,FISCAL YEAR 2019 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,1101703.74,556365.72,,,,,116,2019Q1,false
