bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2017 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,41140,25884,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,54863.14,20750.4,,,,,115,2017Q2,false
,2017 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,805153.68,408616.82,,,,,115,2017Q2,false
,2017 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,6085.05,4926.85,,,,,115,2017Q2,false
,2017 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,10,0,,,,,115,2017Q2,false
,2017 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2336.39,2120.33,,,,,115,2017Q2,false
,2017 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,634,49,,,,,115,2017Q2,false
,2017 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3249.95,1578.15,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1062950,543731.34,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,36.76,36.76,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,24.99,24.99,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,341.76,195.3,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,99,99,,,,,115,2017Q2,false
,2017 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,687.95,687.95,,,,,115,2017Q2,false
,2017 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,440879.49,230325.92,,,,,115,2017Q2,false
,2017 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,2111.17,113.63,,,,,115,2017Q2,false
,2017 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,64.13,36.63,,,,,115,2017Q2,false
,2017 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1336.87,895.37,,,,,115,2017Q2,false
,2017 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,1043.93,0,,,,,115,2017Q2,false
,2017 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,62088.25,28884.54,,,,,115,2017Q2,false
,2017 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,591076.21,311301.29,,,,,115,2017Q2,false
,2017 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,1305.08,663.01,,,,,115,2017Q2,false
,2017 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,203.08,203.08,,,,,115,2017Q2,false
,2017 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,11652.14,9748.91,,,,,115,2017Q2,false
,2017 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,320.99,320.99,,,,,115,2017Q2,false
,2017 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,59140.59,38034.67,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,MICROSOFT ENTERPRISE LICENSES,EQUIPMENT,2346359,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,46235233.36,15711115.58,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,0,-62.5,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,0,-335,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,0,-10,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,793.88,793.88,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TRADITIONAL FURNITURE,TRANSPORTATION OF THINGS,2620,2620,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TRADITIONAL FURNITURE,SUPPLIES AND MATERIALS,196598.01,101243.93,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TRADITIONAL FURNITURE,EQUIPMENT,320959.66,191368.31,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,107232.34,48336.59,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,525.64,525.64,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,634917.13,237224.41,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,34193.89,13349.29,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,649173.59,379783.88,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,759068.07,259558.08,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,450581.76,234687.84,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,17146.53,10142.01,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,1760828.48,508744.12,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,76340.31,34810.27,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,BANQUET ROOM AUDIO/VISUAL,OTHER SERVICES,10589.4,10589.4,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,PRINTING AND REPRODUCTION,77.18,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,9343.75,3346,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,1930.86,456.27,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,RENT COMMUNICATION UTILITIES,160.6,71.2,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,108658.3,64200.06,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,188,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,51507.09,23011.36,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,326996.67,227934.18,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,76255.36,31222.14,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,EQUIPMENT,33086.29,25657.31,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE SYSTEMS,SUPPLIES AND MATERIALS,2121.68,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE SYSTEMS,EQUIPMENT,213747.81,174174.56,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,395413,30000,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,SUPPLIES AND MATERIALS,147.84,147.84,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,424609.24,95699.68,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAO SEAT MANAGEMENT,SUPPLIES AND MATERIALS,6366.4,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAO SEAT MANAGEMENT,EQUIPMENT,83925.95,53826.7,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,193000,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,RENT COMMUNICATION UTILITIES,393.67,393.67,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,486282.41,468497.99,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,EQUIPMENT,84246.77,84246.77,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,FEDERAL OFFICE BUILDING 8,EQUIPMENT,3237.57,3237.57,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,DIGITAL MAIL,OTHER SERVICES,217405.75,217405.75,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,644095,273520,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,EQUIPMENT,2022.57,2022.57,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE AUTH & MONITORING,EQUIPMENT,18593.75,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,OTHER SERVICES,19585,19585,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,EQUIPMENT,135512.38,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE AND BACKUPS,OTHER SERVICES,149489.87,70391.03,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE AND BACKUPS,EQUIPMENT,558588.01,257184.66,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,HRS COMMITTEE BROADCAST OPS,OTHER SERVICES,34051.06,34051.06,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,12965.82,807.85,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,EQUIPMENT,17346.3,12105,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,OTHER SERVICES,85000,85000,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,3583.21,909.9,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,7999.92,4381.92,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,14114.86,6770.58,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,46082,10296,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,731689.84,313581.36,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,TRAVEL,5000,5000,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,92021.68,57088.41,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,52542.63,47942.61,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,2324533.38,1071699.96,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,TRANSPORTATION OF THINGS,12.88,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,2381567.21,1067173.4,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,1165.26,1165.26,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,5612.17,4879.85,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,11871.56,11871.56,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,TRANSPORTATION OF THINGS,128,128,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,RENT COMMUNICATION UTILITIES,1300,1300,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,361780.9,193761.93,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,8550.16,1187.5,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,503715.33,104716.2,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,EQUIPMENT,24767.31,24767.31,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,42833.58,59309.47,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY SERVICES,TRANSPORTATION OF THINGS,4200,4200,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY SERVICES,EQUIPMENT,-13466.25,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,54008.87,42199.87,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,30189.27,5663.41,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,403370.25,237746.84,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,OTHER SERVICES,1980,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,434788.6,215301.22,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,SUPPLIES AND MATERIALS,207,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,36842.94,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,14677269.44,4937810.15,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,21362.54,13285.56,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,119810.94,45556.18,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,16403.84,5677.91,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,777235.74,365864.76,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,243616.78,158156.41,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,279659.67,63228.82,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,RECEPTIONS,OTHER SERVICES,150,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,1162.2,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 CLERK OF THE HOUSE,FAMILY ROOM,SUPPLIES AND MATERIALS,9299.18,65.16,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,804433.39,270123.22,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,TRAVEL,1305.98,273.1,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,5906.69,2205.75,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,3037.4,921.5,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,61077.19,4933.33,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,28023.47,8021.26,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,7026.93,1526.2,,,,,115,2017Q2,false
,FISCAL YEAR 2017 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,7127731.51,2412862.39,,,,,115,2017Q2,false
,FISCAL YEAR 2017 SERGEANT AT ARMS,RECEPTIONS,OTHER SERVICES,161.9,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 SERGEANT AT ARMS,RECEPTIONS,SUPPLIES AND MATERIALS,156.44,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,959474.94,323824.98,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,18029.58,7274.47,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,190.3,177.5,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,7543.99,4742.97,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,16611.97,14259.97,,,,,115,2017Q2,false
,FISCAL YEAR 2017 COMPILATION OF PRECEDENTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,356999.97,120499.98,,,,,115,2017Q2,false
,FISCAL YEAR 2017 TECHNICAL ASSISTANTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,348080.31,116026.77,,,,,115,2017Q2,false
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,FORMER SPEAKER BOEHNER,PERSONNEL COMPENSATION,26414.34,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,FORMER SPEAKER BOEHNER,RENT COMMUNICATION UTILITIES,1130.96,-142.98,,,,,115,2017Q2,false
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,FORMER SPEAKER BOEHNER,SUPPLIES AND MATERIALS,98.58,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,TRAVEL,8668.86,4066.55,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,OTHER SERVICES,35400.5,17501,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,277826.32,93232.5,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,28343.28,7103.89,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PRINTING AND REPRODUCTION,145.28,0,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,37113,12348,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,6679.06,2444.56,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,5130,1710,,,,,115,2017Q2,false
,FISCAL YEAR 2017 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,PERSONNEL COMPENSATION,2183919.14,747532.61,,,,,115,2017Q2,false
