bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1699881.46,397333.39,,,,,116,2020Q4,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,582.59,0,,,,,116,2020Q4,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,38790.51,9013.18,,,,,116,2020Q4,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,584.78,7.6,,,,,116,2020Q4,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,38920,6605,,,,,116,2020Q4,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,60225.77,7392.13,,,,,116,2020Q4,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,12449.89,1100,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2081439.04,523712.53,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,3685.81,242.5,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,68133.01,10768.72,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,445.29,22.4,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,100513.47,26176.03,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,26112.79,13529.85,,,,,116,2020Q4,false
,2020 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,14829.91,5388.04,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1674719.79,495480.69,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,6904.09,2863.64,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,140319.61,38607.16,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,8264.04,129.9,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,97773.07,63121,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,147473.71,46723.51,,,,,116,2020Q4,false
,2020 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,72943.55,12775.23,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1432459.89,406940.04,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,24.67,0,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,114205.56,11030.62,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,530.91,29.95,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,7345.96,1651.33,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,61043.01,25646.65,,,,,116,2020Q4,false
,2020 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,15405.44,10069.49,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,18449992.78,18449992.78,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,4104.81,4104.81,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,171729.47,171729.47,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,720.81,720.81,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,25263.24,25263.24,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,49267.43,49267.43,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,75853.48,75853.48,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,8588.5,8588.5,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,109.53,109.53,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,76763.55,76763.55,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,6664.65,6664.65,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,6820,6820,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,314.8,314.8,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,RENT COMMUNICATION UTILITIES,100,100,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,168.87,168.87,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,4125.2,4125.2,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,13872,13872,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,275,275,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,21250,21250,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,538398.97,538398.97,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAO SEAT MANAGEMENT,EQUIPMENT,10733.04,10733.04,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,28092.13,28092.13,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,8676.28,8676.28,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,EQUIPMENT,4786.02,4786.02,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,OTHER SERVICES,56923.5,56923.5,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,27564.05,27564.05,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,497,497,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,SUPPLIES AND MATERIALS,120577.64,120577.64,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,66978.6,66978.6,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,1212.45,1212.45,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,29395.31,29395.31,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,3024,3024,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,109112.9,109112.9,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,166853.25,166853.25,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,245731.1,245731.1,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,202160.53,202160.53,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,999,999,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,2400,2400,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE TECHNICAL SUPPORT,OTHER SERVICES,135956,135956,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,2530,2530,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,3506.62,3506.62,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,218.19,218.19,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,TRANSPORTATION OF THINGS,1201.36,1201.36,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,25961.8,25961.8,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,16706.7,16706.7,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,54,54,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,2549.35,2549.35,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,447154.56,447154.56,,,,,116,2020Q4,false
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,89408.29,89408.29,,,,,116,2020Q4,false
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,1026.96,1026.96,,,,,116,2020Q4,false
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,358.15,358.15,,,,,116,2020Q4,false
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,EQUIPMENT,3709.96,3709.96,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,5790662.25,5790662.25,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,4516.43,4516.43,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,32332.6,32332.6,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,3785.3,3785.3,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,141954.16,141954.16,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,17247.55,17247.55,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,44513.44,44513.44,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,465463.62,465463.62,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,1665.33,1665.33,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,1563,1563,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,6000,6000,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,97.24,97.24,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,4964.64,4964.64,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,2708637.97,2708637.97,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,327033.31,327033.31,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,8348.81,8348.81,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,362.82,362.82,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,1176,1176,,,,,116,2020Q4,false
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,93999.99,93999.99,,,,,116,2020Q4,false
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,145276.77,145276.77,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,OTHER SERVICES,877.2,877.2,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,101513.84,101513.84,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,3274.46,3274.46,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,14895,14895,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,497.21,497.21,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,1116,1116,,,,,116,2020Q4,false
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,PERSONNEL COMPENSATION,668671.31,668671.31,,,,,116,2020Q4,false
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,159282.45,159282.45,,,,,116,2020Q4,false
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,2149.92,2149.92,,,,,116,2020Q4,false
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,PRINTING AND REPRODUCTION,241.85,241.85,,,,,116,2020Q4,false
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OTHER SERVICES,12405,12405,,,,,116,2020Q4,false
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,SUPPLIES AND MATERIALS,3977.39,3977.39,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,943.89,943.89,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,2679.96,2679.96,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,1130,1130,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,541075.08,541075.08,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,10131.57,10131.57,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,OTHER SERVICES,8640.5,8640.5,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,669.84,669.84,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,3233.76,3233.76,,,,,116,2020Q4,false
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,2510004.78,2510004.78,,,,,116,2020Q4,false
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,88925.01,88925.01,,,,,116,2020Q4,false
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,1089.03,1089.03,,,,,116,2020Q4,false
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,644,644,,,,,116,2020Q4,false
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,2450.65,2450.65,,,,,116,2020Q4,false
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,1106.05,1106.05,,,,,116,2020Q4,false
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,OTHER SERVICES,1801.73,1801.73,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,OTHER SERVICES,313911.53,313911.53,,,,,116,2020Q4,false
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,EQUIPMENT,54000,54000,,,,,116,2020Q4,false
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,RENT COMMUNICATION UTILITIES,21044.24,21044.24,,,,,116,2020Q4,false
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,6688.08,6688.08,,,,,116,2020Q4,false
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,EQUIPMENT,98497.92,98497.92,,,,,116,2020Q4,false
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,OTHER SERVICES,19760,19760,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,625,625,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,6634.16,6634.16,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,83625.66,83625.66,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT,EQUIPMENT,2292.66,2292.66,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,432932.5,432932.5,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,135.8,135.8,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,RENT COMMUNICATION UTILITIES,26488.61,26488.61,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,PRINTING AND REPRODUCTION,119.9,119.9,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,50131.3,50131.3,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,9321.4,9321.4,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,31900.36,31900.36,,,,,116,2020Q4,false
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OTHER SERVICES,14887.89,14887.89,,,,,116,2020Q4,false
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,19088.64,19088.64,,,,,116,2020Q4,false
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,18650.1,18650.1,,,,,116,2020Q4,false
