bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,910335.44,258652.72,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,45845.14,16820.65,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,2350796.74,1096354.6,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,1280828.22,249985.36,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,444730.59,192794.94,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,39505.87,10520.45,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,2727256.3,745072.43,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,136899,34343.55,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,PRINTING AND REPRODUCTION,107.8,107.8,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,24556.72,3433.2,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,4289.6,3006.52,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,603.84,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,95480.6,20431.34,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,RENT COMMUNICATION UTILITIES,170.91,65.14,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,PRINTING AND REPRODUCTION,24.28,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,345923.16,113846.68,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,1942.38,1758.8,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,43200.29,9914.93,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,536738.82,335842.68,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,179911.01,131632.62,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,119144.33,88068.67,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,SUPPLIES AND MATERIALS,316.19,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,EQUIPMENT,242343.17,15691.37,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE SYSTEMS,TRAVEL,7902.59,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE SYSTEMS,OTHER SERVICES,38738.7,33808.32,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE SYSTEMS,EQUIPMENT,221113.88,65035.32,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,TRAVEL,2512.99,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,696079.63,22050,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,620854,143403.99,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAO SEAT MANAGEMENT,SUPPLIES AND MATERIALS,51584.52,-211.48,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,OTHER SERVICES,5000,5000,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,194320,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,329124.65,329124.65,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,RENT COMMUNICATION UTILITIES,80661.76,29305.65,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,2029613.34,1372811.35,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,MAIL AND PACKAGE DELIVERY,EQUIPMENT,287918.44,95666.82,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,FEDERAL OFFICE BUILDING 8,OTHER SERVICES,149627,67915,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,FEDERAL OFFICE BUILDING 8,SUPPLIES AND MATERIALS,2101,477.5,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,FEDERAL OFFICE BUILDING 8,EQUIPMENT,2755.46,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAO PRIVACY PROGRAM,TRAVEL,1716.28,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAO PRIVACY PROGRAM,SUPPLIES AND MATERIALS,1000,1000,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,DIGITAL MAIL,OTHER SERVICES,1151822.91,652890.78,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,670194,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,SUPPLIES AND MATERIALS,1078.3,190.36,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,EQUIPMENT,10860.93,4257,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE AUTH & MONITORING,EQUIPMENT,90641.2,70708.38,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,OTHER SERVICES,3000,3000,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,SUPPLIES AND MATERIALS,18582.47,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,EQUIPMENT,163781.75,40971.41,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE AND BACKUPS,OTHER SERVICES,191348.77,54624.99,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE STORAGE AND BACKUPS,EQUIPMENT,790525.05,528880.44,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HRS COMMITTEE BROADCAST OPS,OTHER SERVICES,107109.02,42109.02,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,5012.67,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,EQUIPMENT,81720,56418,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,OTHER SERVICES,170000,82926.18,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,9470.32,5183.8,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,101725.85,101725.85,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,15459.35,7008.51,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,550.81,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE-WIDE TRAINING PROGRAMS,TRAVEL,2320.37,1121.81,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE-WIDE TRAINING PROGRAMS,PRINTING AND REPRODUCTION,156750,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE-WIDE TRAINING PROGRAMS,OTHER SERVICES,666356.65,17674.44,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,TRAVEL,1250,1250,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,OTHER SERVICES,9672.56,9672.56,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,EQUIPMENT,46990.44,46990.44,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,41656.3,5965.71,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,4486,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,1313072.62,581382.78,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,TRAVEL,1145.79,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,1964297.32,1440929.54,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,504027.78,182073.1,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,3177798.19,1434694.17,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,TRANSPORTATION OF THINGS,45,45,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,2031373.18,409003.31,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,125517.31,124118.31,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,47234.23,42408.74,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,1213582.68,1058659.11,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,TRANSPORTATION OF THINGS,24.54,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,582215.67,158903.81,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,11525.21,1845.88,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,708256.99,566214.56,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,EQUIPMENT,25758.08,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,93391.12,93391.12,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY SERVICES,SUPPLIES AND MATERIALS,6957.33,6957.33,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY SERVICES,EQUIPMENT,4305,4305,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,TRANSPORTATION OF THINGS,144,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,9880.01,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,120599.76,871.96,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,667668.2,219817.35,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,OTHER SERVICES,178480.03,26640,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,483818.43,11817.16,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,SUPPLIES AND MATERIALS,936,0,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,265850.74,139961,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,20126305.3,5076642.49,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,48813.46,17567.32,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,158595.57,44588.52,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,14272.16,8952.62,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,1209447.14,365233.82,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,448001.45,173663.32,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,633970.55,191414.32,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,2242,2242,,,,,115,2018Q3,false
,FISCAL YEAR 2018 CLERK OF THE HOUSE,FAMILY ROOM,SUPPLIES AND MATERIALS,4088.9,235.28,,,,,115,2018Q3,false
,FISCAL YEAR 2018 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,1089542.08,298420.97,,,,,115,2018Q3,false
