bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,TRAVEL,1244.34,649.8,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,40644,5699,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,SUPPLIES AND MATERIALS,153.52,153.52,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,32322.78,12625.99,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,877343,526581.42,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,66493.88,31865.73,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,9164.42,2216.63,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,315379.18,118188.3,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,22061.5,7152.09,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,11255.4,3965.4,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,7458.68,821.69,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,23164.23,11111.59,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,RENT COMMUNICATION UTILITIES,700,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,PRINTING AND REPRODUCTION,1624.11,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,162802.7,91954.46,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,13834.76,3771.48,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,27793.97,2765.38,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,1295006.84,662269.62,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,1914.48,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,376512.5,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,612676.29,463909.36,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,413491.46,253540.64,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,95888.01,84250.51,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,191786,191786,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,SUPPLIES AND MATERIALS,598092.18,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,62257.53,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SEAT MANAGEMENT,EQUIPMENT,13644.6,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,1045530,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,EQUIPMENT,10350,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,1812.7,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,OTHER SERVICES,43776.08,18975.92,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,1040240.34,1012985.94,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ESCALATIONS OPERATIONS,SUPPLIES AND MATERIALS,19300,19300,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,SUPPLIES AND MATERIALS,632,632,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,274054.56,204609.6,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,OTHER SERVICES,533985.45,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,SUPPLIES AND MATERIALS,383762.52,383354.84,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,OTHER SERVICES,48121,37751,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,EQUIPMENT,368795.94,297378.34,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,OTHER SERVICES,80340,80340,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,15561.28,7342.2,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,EQUIPMENT,3004.3,2499.3,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,SUPPLIES AND MATERIALS,44114.07,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,EQUIPMENT,17953.62,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,OTHER SERVICES,120,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,277167.23,68839.39,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,-9737.02,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,959000,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,OTHER SERVICES,157147.27,87657.88,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DIGITAL SERVICE,OTHER SERVICES,20168.75,20168.75,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SHAREPOINT DEVELOPMENT,OTHER SERVICES,184494.41,179740.81,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS COMMITTEE BROADCAST OPS,OTHER SERVICES,17428.33,17428.33,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,SUPPLIES AND MATERIALS,193484.55,10230,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,1184843.6,563614.95,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,14034.35,904,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,EQUIPMENT,132175.77,47131.2,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,OTHER SERVICES,17428.31,17428.31,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,28157.18,15999.48,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,133007.03,11144,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,TRAVEL,3206.26,3090.98,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,RENT COMMUNICATION UTILITIES,73.44,14.3,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,PRINTING AND REPRODUCTION,109.35,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,2716.2,1516.2,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,8376.64,5242.78,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,EQUIPMENT,10537.19,8207.4,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,TRAVEL,16701.75,16701.75,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,490399.06,207637.65,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,121838.63,12725.73,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,SUPPLIES AND MATERIALS,941.91,313.97,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,1022516.08,586064.48,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,16599,5520,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,675754.68,452387.5,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,1361610.69,638025.66,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,692180.3,251856.59,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,185361.46,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,1066.05,370,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,20469.84,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,TRANSPORTATION OF THINGS,55,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,156708.16,135628.21,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,7270.57,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,20837.91,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE TECHNICAL SUPPORT,OTHER SERVICES,381725.27,381725.27,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,EQUIPMENT,33616.68,33616.68,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,17723.52,10935.35,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,18488.36,9910.35,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,112208.42,154219.26,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,RENT COMMUNICATION UTILITIES,297.46,297.46,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,27083.08,9272.88,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,18851.62,27852.02,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,3294.24,3294.24,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,120413.13,119988.32,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,168137.32,168137.32,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,OTHER SERVICES,35790,35790,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,479340.57,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,126999.96,0,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,484943.76,174668.76,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,TRAVEL,2982.21,1680.66,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,13638.68,9488.3,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,PRINTING AND REPRODUCTION,31537.09,23563.09,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OTHER SERVICES,16175.55,5405.55,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,17074.29,4188.87,,,,,118,2023Q2,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,EQUIPMENT,15200.05,10000,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,20003796.9,6714002.7,,,,,118,2023Q2,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,33937.92,18845.71,,,,,118,2023Q2,false
