bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2023 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,82723.92,45889.75,,,,,118,2023Q3,false
,2023 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,157545.2,45596.55,,,,,118,2023Q3,false
,2023 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,28921.47,18382.11,,,,,118,2023Q3,false
,2023 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,22193.32,6966.66,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,88555547.88,22441117.39,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,298905.37,102426.13,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,2661.68,35.07,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,1116377.76,306333.22,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,20563.4,5461.38,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,3580030.81,1650281.82,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,1243230.85,336033.52,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,1102395.72,473634.04,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,TRAVEL,1244.34,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,97467,56823,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,SUPPLIES AND MATERIALS,153.52,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,42967.57,10644.79,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,1403777.91,526434.91,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,96116.83,29622.95,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,12460.98,3296.56,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,433770.18,118391,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,31206.35,9144.85,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,TRAVEL,15.99,15.99,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,17432.4,6177,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,12900.07,5441.39,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,EQUIPMENT,734.97,734.97,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,31186.83,8022.6,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRANSPORTATION OF THINGS,63.7,63.7,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,RENT COMMUNICATION UTILITIES,700,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,PRINTING AND REPRODUCTION,1624.11,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,245783.95,82981.25,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,16518.66,2683.9,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,36858.07,9064.1,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,1850826.48,555819.64,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,1914.48,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,376512.5,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,1663057.45,1050381.16,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,611705.46,198214,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,795208.11,699320.1,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,332505.58,140719.58,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,SUPPLIES AND MATERIALS,628758.03,30665.85,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,62257.53,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SEAT MANAGEMENT,EQUIPMENT,16598.88,2954.28,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,1045530,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,EQUIPMENT,10350,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,2520.1,707.4,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,OTHER SERVICES,669464.27,625688.19,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,2279607.54,1239367.2,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ESCALATIONS OPERATIONS,SUPPLIES AND MATERIALS,19300,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,OTHER SERVICES,533081.66,533081.66,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,SUPPLIES AND MATERIALS,632,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,1651288.27,1377233.71,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,OTHER SERVICES,533985.45,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,SUPPLIES AND MATERIALS,5487366.89,5103604.37,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,OTHER SERVICES,51330.5,3209.5,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,EQUIPMENT,434633.49,65837.55,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,RENT COMMUNICATION UTILITIES,242.34,242.34,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,OTHER SERVICES,80340,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,25039.96,9478.68,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,EQUIPMENT,155205.86,152201.56,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,OTHER SERVICES,46637.5,46637.5,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,SUPPLIES AND MATERIALS,134085.99,89971.92,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,EQUIPMENT,17953.62,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,OTHER SERVICES,120,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,384643.82,107476.59,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,-13017.87,-3280.85,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FIELD HEARING,SUPPLIES AND MATERIALS,20426,20426,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FIELD HEARING,EQUIPMENT,68330,68330,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,959000,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO IT SERVICE MANAGEMENT,OTHER SERVICES,21810,21810,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SOFTWARE ASSET MGT,OTHER SERVICES,45000,45000,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,OTHER SERVICES,231149.87,74002.6,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DIGITAL SERVICE,OTHER SERVICES,195097.52,174928.77,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DIGITAL SERVICE,SUPPLIES AND MATERIALS,186989.98,186989.98,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SHAREPOINT DEVELOPMENT,OTHER SERVICES,358654.43,174160.02,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,OTHER SERVICES,13311,13311,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE MOBILITY AND E-FAX,EQUIPMENT,155482.34,155482.34,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS COMMITTEE BROADCAST OPS,OTHER SERVICES,56725.22,39296.89,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,SUPPLIES AND MATERIALS,248264.55,54780,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,1348911.8,164068.2,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,OTHER SERVICES,19824,19824,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,17433.74,3399.39,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,EQUIPMENT,336785.82,204610.05,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,OTHER SERVICES,76549.18,59120.87,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,89147.9,60990.72,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,288459.73,155452.7,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,EVENT ROOM AV,OTHER SERVICES,58760,58760,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,TRAVEL,7128.74,3922.48,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,RENT COMMUNICATION UTILITIES,119.5,46.06,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,PRINTING AND REPRODUCTION,462.74,353.39,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,87305.2,84589,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,18402.98,10026.34,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,EQUIPMENT,12113.54,1576.35,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,OTHER SERVICES,154241.22,154241.22,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,SUPPLIES AND MATERIALS,4500,4500,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,TRAVEL,16701.75,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,695775.91,205376.85,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,166384.32,44545.69,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,SUPPLIES AND MATERIALS,3453.67,2511.76,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,1286896.78,264380.7,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,1384537.48,1367938.48,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,2183922.28,1508167.6,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,3793919.64,2432308.95,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,911374.57,219194.27,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,254619.83,69258.37,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,1066.05,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,20469.84,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,TRANSPORTATION OF THINGS,55,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,730746.15,574037.99,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,7270.57,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,29680.45,8842.54,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE TECHNICAL SUPPORT,OTHER SERVICES,555000,173274.73,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,EQUIPMENT,33616.68,0,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,23240.77,5517.25,,,,,118,2023Q3,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,20436.96,1948.6,,,,,118,2023Q3,false
