bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,3538.68,0,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,4123.49,518.67,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,32280.93,9000.05,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5240334.43,1389350,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,44110.13,15117.62,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,38679.65,10973.98,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,12037.37,6240.5,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,181508.3,59374.2,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,135578.24,60696.92,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,103792.5,27171.96,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,74583.33,18750,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,55000.01,20666.67,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1841437.38,512999.97,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,8516.1,2928.95,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,21906.3,7123.57,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2112.51,1628.21,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,23495.72,1498.05,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,131730.29,24265.66,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,17670.04,4360,,,,,117,2022Q4,false
,2022 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,32994.45,17550,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2175621.52,611761.14,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,7903.26,1064.61,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,69470.46,22465.48,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,326.6,66,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,11821.69,1386.19,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,19760.65,8273.4,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,21855.88,5575.61,,,,,117,2022Q4,false
,2022 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,28493.08,8491.67,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2009653.97,620742.46,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,26589.1,19717.65,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRANSPORTATION OF THINGS,22.33,22.33,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,120764.84,17207.44,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,8012.42,2384.29,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,25532.79,20390.66,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,303433.42,107299.03,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,51860.67,21373.37,,,,,117,2022Q4,false
,2022 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,47748.91,26188.91,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1743998.18,535785.45,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,3037.34,2692.97,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,28619.64,8298.79,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,7942.65,3833.12,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,73694.87,24519.09,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,132193.42,27574.08,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,37958.4,10215.85,,,,,117,2022Q4,false
,2022 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,33466.67,8820.01,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,20524190.59,20524190.59,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,42031.26,42031.26,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,14.99,14.99,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,215744.74,215744.74,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,3645.02,3645.02,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,139813.45,139813.45,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,131115.11,131115.11,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,150014.49,150014.49,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,TRAVEL,513.41,513.41,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,26655,26655,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,3351.55,3351.55,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,79002.58,79002.58,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,6964.38,6964.38,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,495,495,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,3262.83,3262.83,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,4214.66,4214.66,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,PRINTING AND REPRODUCTION,160,160,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,6653.92,6653.92,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,21871.67,21871.67,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,96123.91,96123.91,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,132.5,132.5,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,SUPPLIES AND MATERIALS,598092.18,598092.18,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,EQUIPMENT,10350,10350,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,1812.7,1812.7,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,OTHER SERVICES,874,874,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,27254.4,27254.4,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,59491.68,59491.68,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,7879.06,7879.06,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,OTHER SERVICES,120,120,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,69871.58,69871.58,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,-8946.48,-8946.48,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,239750,239750,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,80334,80334,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,4030.77,4030.77,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,946.6,946.6,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,373.86,373.86,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,132.64,132.64,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,88013.84,88013.84,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,109112.9,109112.9,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,22086.38,22086.38,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,87937.29,87937.29,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,158130.54,158130.54,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,185361.46,185361.46,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,TRANSPORTATION OF THINGS,55,55,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,5013.72,5013.72,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,3337.3,3337.3,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,4089.64,4089.64,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,1500,1500,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,-5319,-5319,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,1885.63,1885.63,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,615.16,615.16,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,469780.57,469780.57,,,,,117,2022Q4,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,144772.91,144772.91,,,,,117,2022Q4,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,TRAVEL,16,16,,,,,117,2022Q4,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,817.6,817.6,,,,,117,2022Q4,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OTHER SERVICES,5385,5385,,,,,117,2022Q4,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,4743.44,4743.44,,,,,117,2022Q4,false
,FISCAL YEAR 2023 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,EQUIPMENT,1324.05,1324.05,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,6453108.58,6453108.58,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,3339.61,3339.61,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,34697.77,34697.77,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,340,340,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,33934.21,33934.21,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,522,522,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,328356.97,328356.97,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,2542.49,2542.49,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,58.5,58.5,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,6618.12,6618.12,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,2020.74,2020.74,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,3718.29,3718.29,,,,,117,2022Q4,false
,FISCAL YEAR 2023 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,3257744.71,3257744.71,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,338600.04,338600.04,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,5823.17,5823.17,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,95.18,95.18,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,1176,1176,,,,,117,2022Q4,false
,FISCAL YEAR 2023 COMPILATION OF PRECEDENTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,96750.03,96750.03,,,,,117,2022Q4,false
,FISCAL YEAR 2023 TECHNICAL ASSISTANTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,155424,155424,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,OTHER SERVICES,487,487,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,108266.41,108266.41,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,3011.49,3011.49,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,18326,18326,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,8.99,8.99,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,1116,1116,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,PERSONNEL COMPENSATION,758428.2,758428.2,,,,,117,2022Q4,false
,FISCAL YEAR 2023 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,SUPPLIES AND MATERIALS,11900,11900,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,327729.2,327729.2,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,42.06,42.06,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,ADMIN AND OPS,TRAVEL,12694.1,12694.1,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,3969.4,3969.4,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,ADMIN AND OPS,PRINTING AND REPRODUCTION,241.8,241.8,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,ADMIN AND OPS,OTHER SERVICES,2915.34,2915.34,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,ADMIN AND OPS,SUPPLIES AND MATERIALS,1524.8,1524.8,,,,,117,2022Q4,false
,FISCAL YEAR 2023 DIVERSITY & INCLUSION,ADMIN AND OPS,EQUIPMENT,9991.67,9991.67,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LAW REVISION COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,1002.92,1002.92,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LAW REVISION COUNSEL,ADMIN AND OPS,OTHER SERVICES,160,160,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,3412.95,3412.95,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,1784,1784,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,517758.33,517758.33,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,12916.47,12916.47,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,191.96,191.96,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,3233.76,3233.76,,,,,117,2022Q4,false
,FISCAL YEAR 2023 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,2877742.24,2877742.24,,,,,117,2022Q4,false
,FISCAL YEAR 2023 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,138711.94,138711.94,,,,,117,2022Q4,false
,FISCAL YEAR 2023 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,2862.66,2862.66,,,,,117,2022Q4,false
,FISCAL YEAR 2023 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,500,500,,,,,117,2022Q4,false
,FISCAL YEAR 2023 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,1882.5,1882.5,,,,,117,2022Q4,false
,FISCAL YEAR 2023 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,8614.68,8614.68,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CYBERSECURITY,NETWORK SERVICES,EQUIPMENT,429265.95,429265.95,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,2390.38,2390.38,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,4494.95,4494.95,,,,,117,2022Q4,false
,FISCAL YEAR 2023 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,20,20,,,,,117,2022Q4,false
