bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,179113.46,179113.46,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,2456.9,2456.9,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,104349.67,104349.67,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,53575.68,53575.68,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,141218.05,141218.05,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,6100.95,6100.95,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,640.67,640.67,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,78690.03,78690.03,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,6972.96,6972.96,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,6709,6709,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,80.81,80.81,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,3225.68,3225.68,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,PRINTING AND REPRODUCTION,640,640,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,3000,3000,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,1736.64,1736.64,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,107737.56,107737.56,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,132.5,132.5,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,140815.57,140815.57,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,EQUIPMENT,439375.77,439375.77,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,27254,27254,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,4362.93,4362.93,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,23699.82,23699.82,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,223000,223000,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,SUPPLIES AND MATERIALS,1886,1886,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,SUPPLIES AND MATERIALS,1400,1400,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,7904,7904,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,TRAVEL,18.75,18.75,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,36.45,36.45,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,1384.12,1384.12,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,896.82,896.82,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CLOUD SERVICES,OTHER SERVICES,7.23,7.23,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,73840.53,73840.53,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,12124.4,12124.4,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,231291.62,231291.62,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,249152.2,249152.2,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,403.02,403.02,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,1000,1000,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,3174.64,3174.64,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,138,138,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE TECHNICAL SUPPORT,OTHER SERVICES,18063.68,18063.68,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,1265,1265,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,2635.29,2635.29,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,-4821.6,-4821.6,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,3263.72,3263.72,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,-1458.18,-1458.18,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,1294.6,1294.6,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,456097.64,456097.64,,,,,117,2021Q4,false
,FISCAL YEAR 2022 COMMUNICATIONS & MARKETING,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,138649.74,138649.74,,,,,117,2021Q4,false
,FISCAL YEAR 2022 COMMUNICATIONS & MARKETING,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,937.95,937.95,,,,,117,2021Q4,false
,FISCAL YEAR 2022 COMMUNICATIONS & MARKETING,ADMIN AND OPS,OTHER SERVICES,634.14,634.14,,,,,117,2021Q4,false
,FISCAL YEAR 2022 COMMUNICATIONS & MARKETING,ADMIN AND OPS,SUPPLIES AND MATERIALS,29,29,,,,,117,2021Q4,false
,FISCAL YEAR 2022 COMMUNICATIONS & MARKETING,ADMIN AND OPS,EQUIPMENT,1678.61,1678.61,,,,,117,2021Q4,false
,FISCAL YEAR 2022 WHISTLEBLOWER OMBUDS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,132102.75,132102.75,,,,,117,2021Q4,false
,FISCAL YEAR 2022 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,2442.56,2442.56,,,,,117,2021Q4,false
,FISCAL YEAR 2022 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,PRINTING AND REPRODUCTION,5530.24,5530.24,,,,,117,2021Q4,false
,FISCAL YEAR 2022 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OTHER SERVICES,5385,5385,,,,,117,2021Q4,false
,FISCAL YEAR 2022 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,4840.51,4840.51,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,5984417.99,5984417.99,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,31154.45,31154.45,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,652.72,652.72,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,181438.82,181438.82,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,37837.5,37837.5,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,33415.01,33415.01,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,356064.09,356064.09,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,TRAVEL,36.85,36.85,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,1336.42,1336.42,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,6025,6025,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,29287.57,29287.57,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF GENERAL COUNSEL,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,376.2,376.2,,,,,117,2021Q4,false
,FISCAL YEAR 2022 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,2598864.7,2598864.7,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,320149.98,320149.98,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,5137.68,5137.68,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,119.98,119.98,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF THE PARLIAMENTARIAN,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,1176,1176,,,,,117,2021Q4,false
,FISCAL YEAR 2022 COMPILATION OF PRECEDENTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,96499.98,96499.98,,,,,117,2021Q4,false
,FISCAL YEAR 2022 TECHNICAL ASSISTANTS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,145276.77,145276.77,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,TRAINING PERSONNEL & DEVELOP,OTHER SERVICES,71.2,71.2,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,104358.75,104358.75,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,2887.97,2887.97,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,21609.75,21609.75,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,1611.06,1611.06,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,1116,1116,,,,,117,2021Q4,false
,FISCAL YEAR 2022 OFFICE OF INSPECTOR GENERAL,AUDIT ADVISORY INVESTIGATION,PERSONNEL COMPENSATION,700347.84,700347.84,,,,,117,2021Q4,false
,FISCAL YEAR 2022 DIVERSITY & INCLUSION,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,184333.92,184333.92,,,,,117,2021Q4,false
,FISCAL YEAR 2022 DIVERSITY & INCLUSION,ADMIN AND OPS,TRAVEL,4889.62,4889.62,,,,,117,2021Q4,false
,FISCAL YEAR 2022 DIVERSITY & INCLUSION,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,1436.78,1436.78,,,,,117,2021Q4,false
,FISCAL YEAR 2022 DIVERSITY & INCLUSION,ADMIN AND OPS,PRINTING AND REPRODUCTION,475.8,475.8,,,,,117,2021Q4,false
,FISCAL YEAR 2022 DIVERSITY & INCLUSION,ADMIN AND OPS,OTHER SERVICES,9775,9775,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LAW REVISION COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,967.89,967.89,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LAW REVISION COUNSEL,ADMIN AND OPS,OTHER SERVICES,18445,18445,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,2754.98,2754.98,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,572074.98,572074.98,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,11541.77,11541.77,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LEGISLATIVE COUNSEL,ADMIN AND OPS,OTHER SERVICES,5690,5690,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,7956.06,7956.06,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,3233.76,3233.76,,,,,117,2021Q4,false
,FISCAL YEAR 2022 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,2722680.09,2722680.09,,,,,117,2021Q4,false
,FISCAL YEAR 2022 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,102820.23,102820.23,,,,,117,2021Q4,false
,FISCAL YEAR 2022 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,TRAVEL,372.18,372.18,,,,,117,2021Q4,false
,FISCAL YEAR 2022 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,2778.45,2778.45,,,,,117,2021Q4,false
,FISCAL YEAR 2022 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,510,510,,,,,117,2021Q4,false
,FISCAL YEAR 2022 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,45846.53,45846.53,,,,,117,2021Q4,false
,FISCAL YEAR 2022 INTERPARLIAMENTARY AFFAIRS,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,4255.95,4255.95,,,,,117,2021Q4,false
,FISCAL YEAR 2022 ENTERPRISE APPLICATIONS,ATLAS,OTHER SERVICES,1141.35,1141.35,,,,,117,2021Q4,false
,FISCAL YEAR 2022 HOUSE RECORDING STUDIO,HRS FIELD HEARING,TRAVEL,6271.01,6271.01,,,,,117,2021Q4,false
,FISCAL YEAR 2022 HOUSE RECORDING STUDIO,HRS FIELD HEARING,OTHER SERVICES,14,14,,,,,117,2021Q4,false
,FISCAL YEAR 2022 HOUSE RECORDING STUDIO,HRS FIELD HEARING,SUPPLIES AND MATERIALS,203.95,203.95,,,,,117,2021Q4,false
,FISCAL YEAR 2022 HOUSE RECORDING STUDIO,HRS COMMITTEE BROADCAST OPS,SUPPLIES AND MATERIALS,1442.46,1442.46,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,TRAVEL,931.74,931.74,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,41962,41962,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,299.95,299.95,,,,,117,2021Q4,false
,FISCAL YEAR 2022 CLERK OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,EQUIPMENT,94596.12,94596.12,,,,,117,2021Q4,false
