bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,23602,13926,,,,,119,2025Q2,false
,2025 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,26733.35,13783.34,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1148723.31,561138.86,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,4604.18,4341.39,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,9419.41,5353.73,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,300,300,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,51750,36375,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,29723.14,20631.26,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,1605.69,938.28,,,,,119,2025Q2,false
,2025 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17933.33,5166.67,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1096115.63,521987.47,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,6942.64,6157.89,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,15278.61,9311.53,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,8126.38,8126.38,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,93542.2,40368.65,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,174771.43,136392.16,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,6809.56,4117.5,,,,,119,2025Q2,false
,2025 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,30968,14728,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,859344.18,417913.9,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,456.48,442.62,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,41471.71,11033.61,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,6857.08,3828.08,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,63265.39,44179.27,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,129712.22,59102.36,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,23714.92,15604.22,,,,,119,2025Q2,false
,2025 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21037.5,13532,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,73477139.54,25025120.73,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,NEW MEMBER FURNITURE PROGRAM,SUPPLIES AND MATERIALS,3512.8,3432.8,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PERSONNEL BENEFITS,30,30,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,180591.87,117919.85,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,29339.1,5267.43,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,780255.18,303550.78,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,13489.53,8803.98,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,1275704.38,745707.15,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,566036.28,188466.32,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,573511.83,233343.01,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL EXCELLENCE PRGM,OTHER SERVICES,169212.26,114648.51,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL EXCELLENCE PRGM,EQUIPMENT,1895.23,1895.23,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,13160.99,3359,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,SUPPLIES AND MATERIALS,91.98,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,1152.8,374.71,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,558799.08,421424.52,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,37966.47,31735.92,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,690.63,195.73,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,560838.66,220128.84,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,42155.64,16577.1,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,TRAVEL,448.21,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,RENT COMMUNICATION UTILITIES,43.79,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,PRINTING AND REPRODUCTION,627.14,24.04,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,16019.53,7048.53,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,15717.06,7169.13,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CUSTOMER EXPERIENCE MANAGEMENT,OTHER SERVICES,12800,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,21943.91,8906.28,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRANSPORTATION OF THINGS,482.5,482.5,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,21000,10500,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,10389.68,8538.49,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,26003.18,12790.18,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,1091519.52,536717.47,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,26562.5,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,993762.27,312756.13,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,SUPPLIES AND MATERIALS,949,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,212036.66,99590,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,141600,70800,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,EQUIPMENT,57750,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,1055132.66,210965.76,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,497591.4,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,2088.8,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,OTHER SERVICES,1739054,285460.41,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,SUPPLIES AND MATERIALS,5034,5034,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,388891.34,130922.5,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ESCALATIONS OPERATIONS,SUPPLIES AND MATERIALS,40985.18,40985.18,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ESCALATIONS OPERATIONS,EQUIPMENT,14145.92,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,SUPPLIES AND MATERIALS,1680,1680,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,1709389.06,227174.48,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,OTHER SERVICES,938340,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,SUPPLIES AND MATERIALS,283544.04,143535.64,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,EQUIPMENT,42866.5,42866.5,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE INTERN RESOURCE OFFICE,TRAVEL,79.52,79.52,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE INTERN RESOURCE OFFICE,SUPPLIES AND MATERIALS,83.68,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,TRAVEL,7568.28,1074.43,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,PRINTING AND REPRODUCTION,5811.1,218.94,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,OTHER SERVICES,11703.24,2121.29,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,OFFICE OF TALENT & DEVELOPMENT,SUPPLIES AND MATERIALS,11834.04,7443.95,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,EQUIPMENT,217429.73,215741.73,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,TRANSPORTATION OF THINGS,350,350,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,OTHER SERVICES,975,975,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,3835.45,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,EQUIPMENT,112158,111128,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,SUPPLIES AND MATERIALS,34135,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,EQUIPMENT,363712.56,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,OTHER SERVICES,625,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,SUPPLIES AND MATERIALS,246603.66,113650.96,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CABINET & FINISHING SERVICES,EQUIPMENT,-15458.97,4900,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HRS FIELD HEARING,TRAVEL,19628.75,12326.93,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HRS FIELD HEARING,TRANSPORTATION OF THINGS,5585.98,5585.98,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HRS FIELD HEARING,OTHER SERVICES,1199,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HRS FIELD HEARING,EQUIPMENT,751.76,751.76,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,TELEPHONE OPERATORS,OTHER SERVICES,990031.94,495031.94,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO IT SERVICE MANAGEMENT,OTHER SERVICES,35000,2758,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,OTHER SERVICES,82112,43563.76,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,SUPPLIES AND MATERIALS,3431.05,316.94,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,SUPPORT SYSTEMS OPERATIONS,EQUIPMENT,266453.96,2732.08,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HRS COMMITTEE BROADCAST OPS,OTHER SERVICES,218532.65,218532.65,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,SUPPLIES AND MATERIALS,121775,9300,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,EQUIPMENT,754539.8,458425.8,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,120,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO CONFERENCES AND EVENTS,TRAVEL,19879.87,16808.74,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAO CONFERENCES AND EVENTS,SUPPLIES AND MATERIALS,766.53,766.53,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,TRAVEL,1470.53,638.11,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,190.93,140.93,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,28396.27,13263.19,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,OTHER SERVICES,135829.69,84385.9,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT COMMUNICATION UTILITIES,1089223,261920.25,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,268925.28,266381.28,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,1000000,250000,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,155728.56,125784.65,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,254603.16,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,4026332.75,435884.7,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT COMMUNICATION UTILITIES,843638.12,296191.07,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,52762.5,52762.5,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,28810.95,24685.95,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,492054.68,91661.73,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,317758.68,132032.38,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,53324.39,18740.78,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,30089.52,0,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,10750.59,6783.09,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,15411.24,6296.06,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,-30828.31,16542.9,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,TRANSPORTATION OF THINGS,345.18,345.18,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,51759.74,32412.21,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,25749.27,37335.27,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,TRANSPORTATION OF THINGS,1377.72,1377.72,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,73095.67,65441.24,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,13338.49,9463.63,,,,,119,2025Q2,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,191628,191628,,,,,119,2025Q2,false
